ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
327,0,24,1,V4,1,V2,24,V1,2895,2,V3,V1,yes,4944,V3,1,V2,F,V2,V2,29,T,0,V2,1,V3,56134,V2,,,2895,V1,V3
328,1,14,1,V2,2,V2,14,V1,1264,2,V3,V1,yes,3945,V3,1,V2,F,V1,V3,24,T,0,V1,1,V0,40106,V1,,,1264,V1,V4
329,0,17,1,V4,4,V1,17,V4,1936,2,V2,V1,yes,4227,V3,1,V1,F,V2,V4,23,T,0,V1,2,V3,56234,V2,,,1936,V1,V4
330,0,30,1,V4,2,V4,30,V2,2333,4,V4,V1,yes,5267,V1,1,V4,F,V2,V5,30,T,0,V2,1,V3,18331,V2,,,2333,V1,V3
331,0,9,1,V4,4,V4,9,V0,1363,2,V3,V1,yes,4948,V3,1,V4,F,V2,V3,63,T,0,V2,1,V0,65716,V2,,,1363,V2,V2
332,0,5,2,V1,3,V1,5,V4,4715,1,V2,V1,yes,3561,V3,1,V1,F,V4,V2,44,T,0,V2,2,V0,43231,V4,,,4715,V1,V3
333,0,23,1,V1,4,V4,23,V3,3777,4,V3,V1,yes,3549,V3,1,V4,F,V4,V3,49,T,0,V2,1,V2,55678,V4,,,3777,V2,V3
334,0,23,1,V3,4,V2,23,V0,5742,2,V3,V1,yes,3497,V3,1,V2,F,V4,V2,24,T,0,V3,2,V6,10879,V4,,,5742,V2,V2
335,0,17,1,V4,4,V3,17,V4,1444,4,V2,V1,yes,5435,V1,1,V3,F,V1,V4,49,T,0,V2,1,V3,14071,V1,,,1444,V1,V3
336,0,23,1,V2,1,V1,23,V0,1747,4,V2,V2,no,6168,V3,1,V1,F,V2,V2,23,T,0,V2,1,V2,70790,V2,,,1747,V1,V3
337,0,3,2,V1,1,V4,3,V0,1543,2,V2,V1,yes,4401,V3,1,V4,F,V4,V4,41,T,0,V2,3,V3,35778,V4,,,1543,V1,V3
338,1,10,1,V1,2,V4,10,V0,2210,2,V2,V1,yes,5306,V1,1,V4,F,V2,V3,25,T,0,V1,1,V2,26424,V2,,,2210,V1,V3
339,0,15,1,V1,1,V4,15,V4,873,4,V3,V1,yes,7107,V3,1,V4,F,V2,V2,23,T,0,V2,1,V4,33178,V2,,,873,V1,V2
340,1,48,1,V2,4,V1,48,V0,4307,3,V3,V1,yes,6278,V3,1,V1,F,V2,V2,23,T,0,V1,1,V9,12565,V2,,,4307,V1,V2
341,1,24,1,V4,2,V1,24,V4,914,4,V3,V1,yes,4324,V1,1,V1,F,V2,V5,28,T,0,V2,1,V0,19894,V2,,,914,V1,V2
342,0,11,1,V1,4,V3,11,V4,1424,3,V4,V1,yes,4895,V3,1,V3,F,V2,V5,54,T,0,V2,1,V2,31935,V2,,,1424,V2,V2
343,0,36,1,V4,2,V4,36,V0,3595,4,V3,V1,yes,5461,V3,1,V4,F,V2,V5,27,T,0,V2,1,V3,54199,V2,,,3595,V1,V3
344,0,30,1,V4,2,V4,30,V0,2831,4,V3,V1,yes,5926,V3,1,V4,F,V4,V3,33,T,0,V2,1,V3,65805,V4,,,2831,V2,V2
345,1,18,1,V4,1,V1,18,V0,2473,4,V1,V1,yes,4156,V3,1,V1,F,V2,V1,24,T,0,V2,1,V2,33714,V2,,,2473,V1,V3
346,0,23,1,V3,2,V4,23,V0,6313,4,V4,V2,yes,5483,V1,1,V4,F,V4,V1,26,T,0,V2,2,V10,21954,V4,,,6313,V2,V3
347,0,48,1,V4,2,V2,48,V4,8487,1,V3,V1,yes,4393,V3,1,V2,F,V2,V4,23,T,0,V2,1,V0,17951,V2,,,8487,V1,V2
348,0,13,1,V2,1,V1,13,V0,1796,3,V2,V1,yes,5282,V1,1,V1,F,V4,V2,28,T,0,V2,2,V9,26127,V4,,,1796,V1,V3
349,1,15,1,V2,2,V4,15,V1,4623,3,V4,V1,yes,3331,V3,1,V4,F,V2,V3,39,T,0,V2,1,V6,33578,V2,,,4623,V2,V3
350,0,29,1,V4,1,V2,29,V4,1714,4,V3,V1,yes,7190,V3,1,V2,F,V2,V3,26,T,0,V2,1,V3,35115,V2,,,1714,V1,V2
351,0,29,1,V2,2,V2,29,V1,2503,4,V3,V1,yes,6640,V2,1,V2,F,V3,V5,41,T,0,V2,2,V9,119996,V3,,,2503,V1,V3
352,1,23,2,V4,3,V2,23,V0,11937,2,V4,V2,yes,4273,V3,1,V2,F,V4,V3,38,T,0,V2,2,V10,28294,V4,,,11937,V2,V3
353,0,11,1,V2,4,V4,11,V0,7228,1,V2,V1,yes,5699,V3,1,V4,F,V4,V3,39,T,0,V2,2,V0,15718,V4,,,7228,V1,V3
354,0,24,1,V2,3,V4,24,V1,4138,3,V2,V1,yes,5841,V3,1,V4,F,V4,V3,26,T,0,V2,2,V9,86470,V4,,,4138,V2,V3
355,0,48,1,V1,1,V4,48,V0,3609,1,V3,V1,yes,5504,V2,1,V4,F,V1,V3,26,T,0,V2,1,V9,22126,V1,,,3609,V1,V2
356,0,17,2,V2,4,V4,17,V0,3422,4,V3,V1,yes,5870,V1,1,V4,F,V2,V5,47,T,0,V2,3,V2,22539,V2,,,3422,V2,V3
357,0,48,2,V4,1,V2,48,V4,3978,4,V3,V1,yes,5998,V3,1,V2,F,V2,V4,40,T,0,V2,2,V3,21523,V2,,,3978,V2,V3
358,0,21,1,V1,2,V1,21,V4,3762,2,V2,V2,no,4778,V3,1,V1,F,V2,V4,23,T,0,V2,1,V0,124999,V2,,,3762,V1,V3
359,0,14,1,V4,3,V4,14,V1,1531,4,V3,V1,yes,7020,V3,1,V4,F,V4,V3,31,T,0,V2,1,V6,93145,V4,,,1531,V1,V2
360,1,14,2,V2,2,V2,14,V1,6849,1,V4,V1,yes,5339,V3,1,V2,F,V1,V1,34,T,0,V2,1,V0,98090,V1,,,6849,V2,V3
361,0,18,1,V3,1,V2,18,V0,6360,2,V3,V1,yes,4050,V3,1,V2,F,V4,V5,40,T,0,V2,1,V2,15396,V4,,,6360,V2,V3
362,0,6,1,V1,3,V2,6,V0,753,2,V3,V3,yes,5319,V3,1,V2,F,V2,V3,63,T,0,V2,1,V3,6882,V2,,,753,V1,V2
363,1,,1,V3,4,V1,24,V0,1193,1,V1,V2,yes,6113,V3,1,V1,F,V1,V1,29,T,0,V1,2,V0,48178,V1,,,1193,V1,V2
364,1,17,1,V4,4,V4,17,V4,6761,2,V3,V1,yes,6277,V3,1,V4,F,V2,V3,68,T,0,V1,2,V0,31918,V2,,,6761,V1,V3
365,0,24,1,V4,2,V3,24,V0,5152,4,V3,V1,yes,5263,V1,1,V3,F,V2,V4,25,T,0,V2,1,V3,36085,V2,,,5152,V1,V3
366,1,17,1,V4,2,V4,17,V0,2169,4,V3,V1,yes,5427,V3,1,V4,F,V3,V3,28,T,0,V2,1,V9,44452,V3,,,2169,V2,V4
367,0,11,1,V2,4,V4,11,V0,3331,2,V3,V1,yes,4195,V2,1,V4,F,V4,V5,41,T,0,V2,1,V2,13549,V4,,,3331,V1,V3
368,0,15,1,V4,4,V3,15,V0,1905,4,V4,V1,yes,5699,V3,1,V3,F,V2,V5,39,T,0,V1,1,V6,15790,V2,,,1905,V2,V3
369,0,35,1,V4,4,V4,35,V0,6613,4,V4,V1,yes,3484,V3,1,V4,F,V4,V5,34,T,0,V2,2,V0,24792,V4,,,6613,V2,V3
370,0,11,1,V1,3,V2,11,V0,1102,4,V3,V3,no,5165,V3,1,V2,F,V2,V4,28,T,0,V2,2,V3,19867,V2,,,1102,V1,V3
371,0,30,1,V2,2,V4,30,V1,4272,2,V2,V1,yes,6035,V3,1,V4,F,V3,V3,25,T,0,V2,2,V9,44296,V3,,,4272,V1,V3
372,0,11,1,V3,4,V4,11,V4,1264,4,V2,V1,yes,5880,V3,1,V4,F,V4,V5,57,T,0,V1,1,V9,39201,V4,,,1264,V1,V3
373,0,59,1,V4,4,V4,59,V0,15653,2,V3,V1,yes,5497,V3,1,V4,F,V3,V4,21,T,0,V2,2,V3,63447,V3,,,15653,V2,V3
374,1,17,1,V1,4,V4,17,V0,432,3,V3,V2,yes,5223,V3,1,V4,F,V2,V1,21,T,0,V1,1,V3,40252,V2,,,432,V1,V2
375,0,17,1,V3,2,V4,17,V0,1504,4,V4,V1,yes,5579,V3,1,V4,F,V2,V3,32,T,0,V3,1,V3,79309,V2,,,1504,V2,V3
376,0,12,1,V4,4,V4,12,V0,804,4,V3,V1,yes,5869,V3,1,V4,F,V2,V5,38,T,0,V2,1,V3,68025,V2,,,804,V1,V3
377,0,9,1,V4,2,V4,9,V2,936,4,V3,V1,yes,4288,V3,1,V4,F,V4,V5,52,T,0,V2,2,V6,19957,V4,,V2,936,V2,V3
378,0,21,1,V4,3,V4,21,V4,5248,1,V3,V1,yes,5262,V3,1,V4,F,V2,V3,26,T,0,V2,1,V1,11240,V2,,,5248,V1,V3
379,1,48,2,V3,4,V1,48,V0,10296,4,V3,V1,yes,4657,V2,1,V1,F,V2,V4,39,T,0,V3,3,V1,16810,V2,,,10296,V2,V3
380,0,24,1,V3,4,V4,24,V0,2032,4,V3,V1,yes,4687,V3,1,V4,F,V3,V5,60,T,0,V3,2,V0,53579,V3,,,2032,V2,V3
381,0,24,2,V1,4,V4,24,V4,2978,4,V3,V1,yes,4213,V3,1,V4,F,V3,V3,32,T,0,V2,2,V9,56182,V3,,,2978,V2,V3
382,0,20,1,V4,2,V4,20,V2,2781,1,V4,V1,yes,5019,V1,1,V4,F,V2,V4,31,T,0,V2,1,V0,10882,V2,,,2781,V1,V2
383,0,20,1,V4,3,V2,20,V4,3976,2,V3,V1,yes,4634,V3,1,V2,F,V2,V4,35,T,0,V2,1,V2,45779,V2,,,3976,V2,V3
384,0,29,1,V4,4,V4,29,V4,1867,4,V3,V1,yes,5227,V3,1,V4,F,V2,V5,58,T,0,V2,1,V3,99847,V2,,,1867,V2,V3
385,0,6,1,V4,4,V1,6,V0,1957,1,V3,V1,yes,4850,V3,1,V1,F,V4,V4,30,T,0,V2,1,V3,13106,V4,,,1957,V1,V2
386,1,12,1,V1,4,V1,12,V0,709,4,V2,V1,yes,6298,V2,1,V1,F,V2,V5,56,T,0,V2,1,V3,74133,V2,,,709,V1,V3
387,0,14,1,V2,3,V4,14,V0,2707,2,V2,V1,yes,4381,V1,1,V4,F,V2,V2,27,T,0,V2,2,V2,75752,V2,,,2707,V1,V3
388,1,18,1,V4,3,V2,18,V1,2278,3,V3,V1,yes,5344,V3,1,V2,F,V5,V2,27,T,0,V2,2,V0,62306,V5,,,2278,V1,V2
389,0,23,1,V3,4,V2,23,V1,3068,4,V3,V1,yes,5002,V3,1,V2,F,V2,V5,29,T,0,V3,1,V2,21122,V2,,,3068,V1,V3
390,0,12,1,V1,4,V4,12,V1,1408,2,V3,V1,yes,5747,V3,1,V4,F,V2,V1,63,T,0,V2,1,V3,12467,V2,,,1408,V1,V2
391,0,10,2,V2,1,V3,10,V0,3948,1,V2,V3,yes,6579,V3,1,V3,F,V2,V2,37,T,0,V2,1,V0,155279,V2,,,3948,V1,V3
392,0,9,2,V1,2,V1,9,V0,2799,2,V3,V1,yes,5972,V3,1,V1,F,V4,V3,35,T,0,V1,2,V0,63797,V4,,,2799,V1,V3
393,0,23,1,V4,4,V4,23,V0,2670,4,V4,V1,yes,3814,V3,1,V4,F,V2,V5,35,T,0,V2,1,V1,19161,V2,,,2670,V2,V3
394,0,12,2,V2,4,V2,12,V0,2001,3,V3,V1,yes,5018,V3,1,V2,F,V2,V4,29,T,0,V1,1,V0,43840,V2,,,2001,V2,V3
395,1,36,1,V3,4,V2,36,V0,1952,4,V4,V1,yes,4988,V3,1,V2,F,V5,V5,61,T,0,V3,1,V9,37431,V5,,,1952,V2,V3
396,0,23,1,V2,4,V2,23,V4,4350,1,V2,V1,yes,6056,V3,1,V2,F,V2,V3,47,T,0,V2,1,V2,11685,V2,,,4350,V2,V2
397,1,35,1,V3,1,V2,35,V1,9034,4,V4,V2,yes,5733,V3,1,V2,F,V2,V2,28,T,0,V1,1,V2,73167,V2,,,9034,V2,V3
398,1,24,2,V4,4,V4,24,V0,2538,4,V2,V1,yes,4811,V3,1,V4,F,V3,V5,47,T,0,V2,2,V0,24762,V3,,,2538,V1,V3
399,0,36,1,V3,1,V2,36,V0,4795,4,V4,V1,yes,6621,V3,1,V2,F,V2,V2,30,T,0,V2,1,V3,19866,V2,,,4795,V2,V2
400,0,5,1,V2,2,V4,5,V0,1766,1,V3,V1,yes,5034,V3,1,V4,F,V2,V3,21,T,0,V1,1,V2,8407,V2,,,1766,V1,V4
401,0,15,2,V3,4,V4,15,V4,1300,4,V3,V1,yes,5739,V1,1,V4,F,V2,V5,44,T,0,V3,1,V1,70034,V2,,,1300,V1,V3
402,0,14,2,V4,4,V4,14,V1,1569,4,V2,V1,yes,6269,V1,1,V4,F,V1,V5,34,T,0,V2,1,V3,33426,V1,,,1569,V1,V3
403,0,18,1,V4,2,V4,18,V0,3780,3,V4,V1,yes,3837,V3,1,V4,F,V4,V2,34,T,0,V2,2,V2,13896,V4,,,3780,V2,V1
404,0,12,1,V2,4,V2,12,V1,1804,3,V3,V1,yes,6176,V3,1,V2,F,V4,V2,43,T,0,V2,1,V1,64766,V4,,,1804,V1,V3
405,0,11,1,V2,4,V2,11,V0,4771,2,V3,V1,yes,5810,V3,1,V2,F,V3,V4,50,T,0,V2,1,V3,20925,V3,,,4771,V1,V3
406,0,24,1,V4,4,V4,24,V3,2603,2,V3,V1,yes,3995,V3,1,V4,F,V2,V3,28,T,0,V1,1,V1,30968,V2,,,2603,V2,V2
407,0,20,1,V4,4,V4,20,V0,3275,1,V4,V1,yes,2781,V3,1,V4,F,V4,V5,35,T,0,V2,1,V1,142123,V4,,,3275,V2,V3
408,0,9,1,V1,4,V1,9,V0,1364,3,V3,V1,yes,4102,V3,1,V1,F,V2,V4,59,T,0,V2,1,V3,9336,V2,,,1364,V1,V3
409,0,12,1,V4,4,V4,12,V2,1401,3,V3,V1,yes,4502,V3,1,V4,F,V4,V4,36,T,0,V1,1,V2,74190,V4,,,1401,V2,V2
410,0,41,2,V2,4,V1,41,V0,7882,2,V3,V3,yes,5213,V3,1,V1,F,V2,V4,45,T,0,V3,1,V2,52265,V2,,,7882,V1,V3
411,0,23,1,V3,2,V3,23,V1,1377,4,V3,V1,yes,4050,V3,1,V3,F,V2,V5,47,T,0,V3,1,V3,14788,V2,,,1377,V2,V2
412,0,9,1,V2,2,V3,9,V0,1274,4,V3,V1,yes,7620,V3,1,V3,F,V2,V2,22,T,0,V2,1,V2,7594,V2,,,1274,V1,V2
413,0,6,1,V1,2,V4,6,V0,931,3,V3,V1,yes,4867,V3,1,V4,F,V3,V3,23,T,0,V2,1,V3,41964,V3,,,931,V1,V2
414,0,23,1,V4,4,V3,23,V0,3748,2,V3,V1,yes,4771,V3,1,V3,F,V2,V2,26,T,0,V2,1,V2,59096,V2,,,3748,V1,V2
415,0,18,1,V4,2,V4,18,V0,4593,3,V3,V1,yes,4178,V3,1,V4,F,V2,V2,32,T,0,V2,1,V3,44012,V2,,,4593,V2,V3
416,1,17,2,V3,4,V1,17,V0,1190,2,V1,V1,yes,5311,V3,1,V1,F,V4,V1,55,T,0,V3,3,V5,26341,V4,,,1190,V1,V2
417,0,17,1,V2,1,V1,17,V0,1879,4,V4,V1,yes,6377,V3,1,V1,F,V4,V4,31,T,0,V2,2,V3,20410,V4,,,1879,V2,V4
418,1,24,1,V4,2,V2,24,V1,3092,3,V3,V1,yes,5837,V3,1,V2,F,V2,V2,21,T,0,V1,1,V3,35316,V2,,,3092,V2,V4
419,1,24,1,V1,1,V1,24,V0,2302,4,V3,V2,yes,6160,V3,1,V1,F,V2,V5,45,T,0,V2,1,V0,51624,V2,,,2302,V1,V3
420,0,17,1,V4,4,V4,17,V3,1581,4,V3,V1,yes,5980,V3,1,V4,F,V4,V5,45,T,0,V2,2,V3,15933,V4,,,1581,V1,V3
421,1,47,1,V2,2,V2,47,V0,18424,1,V4,V1,no,3609,V1,1,V2,F,V5,V3,31,T,0,V2,1,V10,39230,V5,,,18424,V2,V2
422,0,18,1,V1,1,V4,18,V0,1452,3,V3,V1,yes,5013,V3,1,V4,F,V2,V2,26,T,0,V2,1,V3,5851,V2,,,1452,V1,V2
423,0,8,1,V1,4,V3,8,V1,1125,2,V3,V1,yes,5121,V3,1,V3,F,V2,V5,48,T,0,V2,1,V3,32556,V2,,,1125,V1,V1
424,1,36,1,V3,4,V2,36,V0,2224,4,V3,V1,yes,3303,V1,1,V2,F,V3,V5,56,T,0,V3,2,V0,13849,V3,,,2224,V2,V3
425,0,14,1,V1,4,V2,14,V4,1536,4,V3,V3,yes,6688,V3,1,V2,F,V4,V5,49,T,0,V2,2,V3,85276,V4,,,1536,V2,V3
426,0,6,1,V1,1,V2,6,V0,2328,1,V3,V3,yes,4026,V3,1,V2,F,V2,V2,45,T,0,V2,1,V3,19232,V2,,,2328,V1,V2
427,0,60,1,V3,4,V4,60,V4,13755,2,V4,V1,yes,7528,V1,1,V4,F,V4,V5,63,T,0,V3,1,V0,21850,V4,,,13755,V2,V3
428,0,13,1,V4,2,V4,13,V0,802,4,V2,V1,yes,2684,V3,1,V4,F,V3,V3,27,T,0,V2,2,V0,59692,V3,,,802,V1,V3
429,1,26,1,V3,4,V2,26,V0,8317,2,V4,V1,yes,6882,V3,1,V2,F,V5,V5,42,T,0,V3,2,V9,8262,V5,,,8317,V2,V2
430,1,7,1,V1,4,V2,7,V0,1236,3,V3,V1,yes,2259,V3,1,V2,F,V2,V3,24,T,0,V2,1,V2,49608,V2,,,1236,V1,V2
431,0,12,1,V1,4,V2,12,V0,584,4,V3,V2,yes,5776,V3,1,V2,F,V3,V3,20,T,0,V1,2,V3,71374,V3,,,584,V1,V4
432,0,18,1,V1,3,V2,18,V0,6260,3,V2,V1,yes,5420,V3,1,V2,F,V2,V4,27,T,0,V1,1,V0,51049,V2,,,6260,V1,V3
433,1,6,1,V3,4,V1,6,V0,1198,4,V3,V1,yes,4161,V3,1,V1,F,V1,V5,34,T,0,V3,1,V6,66781,V1,,,1198,V1,V2
434,0,15,1,V2,3,V1,15,V0,1433,4,V3,V1,yes,4688,V3,1,V1,F,V4,V3,25,T,0,V1,2,V2,26738,V4,,,1433,V1,V2
435,1,24,1,V2,3,V1,24,V0,1937,4,V3,V1,yes,5847,V3,1,V1,F,V2,V2,32,T,0,V2,1,V3,2132,V2,,,1937,V1,V1
436,0,23,1,V4,3,V3,23,V2,1257,3,V2,V1,yes,5326,V3,1,V3,F,V2,V3,56,T,0,V2,1,V3,42811,V2,,,1257,V1,V2
437,0,24,1,V4,4,V4,24,V1,3488,3,V3,V1,yes,6385,V3,1,V4,F,V2,V4,23,T,0,V2,1,V1,40125,V2,,,3488,V1,V2
438,0,36,1,V1,4,V4,36,V4,6303,4,V3,V1,yes,4433,V3,1,V4,F,V4,V5,36,T,0,V2,2,V9,19742,V4,,,6303,V1,V3
439,0,11,1,V1,1,V2,11,V0,3016,3,V4,V1,yes,4798,V3,1,V2,F,V2,V2,33,T,0,V1,1,V2,23986,V2,,,3016,V1,V2
440,0,11,1,V1,2,V4,11,V4,1239,4,V3,V1,yes,4502,V3,1,V4,F,V4,V5,38,T,0,V2,2,V3,60110,V4,,,1239,V2,V2
441,0,24,1,V4,3,V1,24,V1,2325,2,V3,V1,yes,6112,V1,1,V1,F,V1,V4,31,T,0,V2,1,V0,72629,V1,,,2325,V1,V3
442,1,23,2,V3,3,V3,23,V0,947,4,V3,V1,yes,6091,V1,1,V3,F,V2,V4,37,T,0,V3,1,V0,71132,V2,,,947,V1,V3
443,0,17,1,V2,4,V2,17,V0,7374,4,V4,V1,yes,5086,V2,1,V2,F,V4,V1,40,T,0,V2,2,V2,15478,V4,,,7374,V2,V3
444,1,24,1,V4,2,V4,24,V0,8647,2,V3,V1,yes,5650,V1,1,V4,F,V3,V2,27,T,0,V2,2,V9,9883,V3,,,8647,V2,V3
445,0,36,1,V3,3,V2,36,V1,2862,4,V3,V1,yes,3076,V3,1,V2,F,V3,V5,30,T,0,V3,1,V0,31828,V3,,,2862,V1,V3
446,0,24,1,V4,4,V2,24,V4,1965,4,V3,V1,yes,5654,V3,1,V2,F,V3,V3,42,T,0,V1,2,V0,45049,V3,,,1965,V2,V2
447,0,15,1,V2,4,V1,15,V0,805,4,V2,V1,yes,4906,V3,1,V1,F,V2,V3,21,T,0,V2,1,V9,55321,V2,,,805,V1,V2
448,0,41,1,V3,4,V3,41,V0,4795,4,V3,V1,yes,5492,V3,1,V3,F,V4,V5,56,T,0,V3,1,V1,10539,V4,,,4795,V1,V3
449,1,12,1,V3,4,V1,12,V0,3386,3,V3,V1,yes,5193,V3,1,V1,F,V2,V5,34,T,0,V3,1,V1,58424,V2,,,3386,V2,V3
450,0,12,2,V2,4,V4,12,V0,1393,4,V3,V1,yes,6351,V1,1,V4,F,V2,V5,46,T,0,V2,3,V6,33896,V2,,,1393,V2,V3
451,0,6,1,V1,3,V2,6,V0,589,3,V2,V1,no,3840,V3,1,V2,F,V2,V2,25,T,0,V2,1,V3,40752,V2,,,589,V1,V4
452,1,17,1,V4,3,V1,17,V0,1553,4,V3,V1,yes,3390,V1,1,V1,F,V1,V3,44,T,0,V2,1,V2,41091,V1,,,1553,V1,V3
453,0,24,1,V4,4,V2,24,V1,6966,4,V4,V1,yes,5140,V3,1,V2,F,V3,V4,36,T,0,V1,1,V9,61661,V3,,,6966,V2,V3
454,0,10,1,V3,4,V2,10,V0,7308,2,V4,V1,yes,5496,V1,1,V2,F,V2,V1,69,T,0,V3,1,V0,20017,V2,,,7308,V2,V3
455,0,24,2,V4,3,V4,24,V3,1525,4,V3,V1,yes,3774,V3,1,V4,F,V2,V4,34,T,0,V2,1,V0,16074,V2,,,1525,V2,V2
456,0,12,1,V4,4,V4,12,V4,4674,1,V3,V1,yes,5480,V3,1,V4,F,V2,V2,19,T,0,V1,1,V1,33233,V2,,,4674,V1,V2
457,0,11,1,V4,3,V4,11,V1,682,4,V3,V1,yes,4687,V3,1,V4,F,V4,V4,50,T,0,V2,2,V0,29042,V4,,,682,V2,V2
458,1,35,1,V3,4,V1,35,V0,6229,4,V2,V2,yes,5174,V3,1,V1,F,V4,V2,22,T,0,V1,2,V2,16996,V4,,,6229,V2,V2
459,0,8,1,V1,2,V2,8,V4,3194,1,V2,V1,yes,5761,V3,1,V2,F,V2,V3,32,T,0,V2,1,V0,15350,V2,,,3194,V1,V2
460,1,23,1,V4,4,V1,23,V0,1442,4,V3,V1,yes,6091,V3,1,V1,F,V2,V4,22,T,0,V1,2,V0,13935,V2,,,1442,V1,V2
461,1,30,1,V3,2,V2,30,V0,2150,4,V3,V3,yes,5452,V1,1,V2,F,V2,V3,23,T,0,V2,1,V0,28758,V2,,,2150,V1,V2
462,0,21,1,V2,4,V4,21,V0,2287,4,V3,V1,yes,5287,V3,1,V4,F,V4,V2,22,T,0,V2,1,V2,52588,V4,,,2287,V2,V2
463,1,17,1,V1,3,V2,17,V0,1056,3,V3,V3,yes,5991,V1,1,V2,F,V4,V5,30,T,0,V2,2,V0,14963,V4,,,1056,V1,V3
464,0,12,1,V1,4,V4,12,V4,2330,1,V3,V2,yes,4780,V3,1,V4,F,V4,V5,49,T,0,V2,1,V3,36640,V4,,,2330,V2,V3
465,0,5,2,V4,4,V2,5,V0,1067,4,V3,V1,yes,5522,V3,1,V2,F,V2,V5,27,T,0,V2,1,V3,89015,V2,,,1067,V1,V3
466,0,12,1,V1,1,V2,12,V3,1007,4,V3,V1,yes,5002,V3,1,V2,F,V2,V3,21,T,0,V2,1,V0,90029,V2,,,1007,V1,V4
467,0,11,1,V2,3,V1,11,V0,1619,2,V3,V2,yes,5278,V3,1,V1,F,V2,V3,29,T,0,V2,1,V2,62261,V2,,,1619,V1,V2
468,0,29,2,V2,3,V1,29,V0,2521,1,V3,V3,yes,6533,V3,1,V1,F,V2,V5,38,T,0,V2,1,V3,22638,V2,,,2521,V1,V3
469,1,12,1,V1,2,V1,12,V0,3498,3,V3,V2,yes,6134,V3,1,V1,F,V4,V3,29,T,0,V2,2,V0,7220,V4,,,3498,V1,V2
470,0,15,1,V3,4,V4,15,V3,3367,3,V3,V1,yes,6705,V3,1,V4,F,V4,V5,22,T,0,V1,2,V1,44789,V4,,,3367,V2,V3
471,0,35,1,V3,4,V4,35,V4,10477,2,V3,V1,yes,3825,V3,1,V4,F,V4,V5,42,T,0,V3,2,V1,81620,V4,,,10477,V1,V3
472,0,18,1,V4,1,V4,18,V0,3850,3,V3,V1,yes,4373,V3,1,V4,F,V4,V4,27,T,0,V2,2,V1,47651,V4,,,3850,V1,V3
473,0,11,1,V3,4,V3,11,V2,1479,2,V1,V1,yes,6210,V1,1,V3,F,V4,V1,66,T,0,V3,3,V0,35344,V4,,,1479,V1,V3
474,1,35,1,V4,4,V1,35,V0,1842,4,V3,V1,yes,4296,V3,1,V1,F,V2,V2,34,T,0,V2,1,V0,57988,V2,,,1842,V2,V2
475,0,24,1,V4,2,V3,24,V4,3147,3,V3,V1,yes,4332,V3,1,V3,F,V4,V3,30,T,0,V2,2,V3,23098,V4,,,3147,V2,V3
476,1,44,1,V4,4,V1,44,V0,11816,2,V3,V1,yes,5553,V3,1,V1,F,V5,V5,29,T,0,V1,2,V9,72185,V5,,,11816,V1,V3
477,1,18,1,V1,3,V1,18,V0,1217,4,V2,V1,yes,4609,V3,1,V1,F,V2,V3,46,T,0,V2,1,V4,27213,V2,,,1217,V2,V4
478,1,14,2,V4,3,V2,14,V0,802,4,V3,V1,yes,7140,V3,1,V2,F,V2,V5,37,T,0,V2,1,V3,81542,V2,,,802,V1,V3
479,1,18,1,V1,1,V1,18,V0,750,4,V1,V1,yes,6123,V3,1,V1,F,V2,V1,26,T,0,V2,1,V6,97651,V2,,,750,V1,V2
480,0,15,1,V2,2,V4,15,V2,1315,2,V2,V1,yes,4892,V3,1,V4,F,V4,V3,46,T,0,V2,2,V3,67644,V4,,,1315,V1,V4
481,0,35,1,V4,3,V1,35,V0,15856,2,V4,V2,yes,4613,V3,1,V1,F,V2,V1,42,T,0,V2,1,V10,140611,V2,,,15856,V1,V1
482,1,11,1,V3,1,V2,11,V4,6468,2,V4,V1,yes,5990,V3,1,V2,F,V2,V1,51,T,0,V2,1,V3,55445,V2,,,6468,V2,V3
483,1,6,1,V3,4,V1,6,V0,14895,1,V4,V1,yes,5332,V1,1,V1,F,V2,V5,67,T,0,V2,1,V0,57424,V2,,,14895,V2,V3
484,0,5,1,V1,4,V4,5,V2,1338,1,V3,V1,yes,4300,V3,1,V4,F,V2,V3,61,T,0,V2,1,V4,121119,V2,,,1338,V1,V1
485,0,5,1,V1,2,V4,5,V0,2107,2,V3,V1,yes,5829,V3,1,V4,F,V2,V4,29,T,0,V1,1,V3,47864,V2,,,2107,V1,V4
486,1,12,1,V1,1,V1,12,V0,1273,3,V2,V1,yes,4230,V3,1,V1,F,V2,V2,36,T,0,V2,1,V0,66162,V2,,,1273,V1,V2
487,0,23,1,V3,2,V4,23,V0,3862,1,V3,V1,yes,6053,V3,1,V4,F,V3,V3,31,T,0,V3,1,V9,67010,V3,,,3862,V1,V3
488,0,27,2,V2,4,V4,27,V4,5189,4,V3,V1,yes,5360,V3,1,V4,F,V2,V5,47,T,0,V2,4,V5,25046,V2,,,5189,V2,V3
489,1,17,1,V1,1,V4,17,V0,1808,4,V3,V1,yes,6854,V3,1,V4,F,V3,V4,22,T,0,V2,1,V2,58325,V3,,,1808,V1,V2
